review_title,review_body,rating,review_date
Not quite #63 bad.,"""Captain America"" (1990) was just added to IMDB's infamous Bottom 100 List....the one hundred worst rated major release films of all time. This is unusual, as this film did not (until now) have enough votes to make it elegible to join the ranks of awfulness. However, with the release of the latest Captain America film (""Avengers: Endgame""), apparently increased attention has been on this poor movie...hence it's inclusion. However, there is one huge problem with this....while ""Captain America"" is clearly a bad film, it is ridiculous to consider it's among the 100 worst ever. I wouldn't even place it in the bottom 1000....let alone 100.

The first portion of the movie is actually pretty good. You get the creation of the Captain as well as Red Skull....and up until Captain goes into suspended animation in the ice of Alaska, I thought I'd probably give the film a 4 or 5...maybe even a 6. But the final portion was just terrible. First, the Captain was saddled with a stupid sidekick who looked like an extra from the film ""Valley Girl"". She was weak and silly...and totally out of place. Second, the climactic final battle was terrible. If Captain America is a superhero....why was he so wimpy...not only in the final battle but all the ones leading up to it?! Third, while he tried hard, Matt Salinger was a dull Captain America...very dull. Add to this, fourth, a weak script with weak dialog. Overall, one of the worst superhero films I've seen...but nothing like truly godawful films like ""Plan 9 From Outer Space"" or ""Robot Monster"" (which, oddly, didn't even make the list).

So would I recommend this movie? Probably not...unless you are intensely curious or like seeing all of the Bottom100 films.",3.0,29 April 2019
Cheesy But Not as Bad As Batman and Robin,"im not gonna sit here and justify this movie cus it cant be its crap...however if you like cheesy film (and i do) then its so cheesy its actually quite good....the effects are weird the acting is terrible and the story is poor and really weird and full of plot holes, however for some strange reason i cant fully comprehend i enjoyed it....i love these cheesy films....that aren't delibertly bad....but just cus they were cheap and couldn't afford better actors and sets...the film goes in a strange direction and i like films like that for some strange reason i cant comprehend, it isn't a movie i can really recommend but if your a fan of movies such as ""Plan 9 from outer space"" then this is your movie you'll love this....if you hate movies like that and your a fan of transformers and modern action movies then i'd probably avoid this one i think",4.0,23 September 2008
Weak movie,"I remember watching this movie once when I was a kid, it was on TV and I ""watched"" while playing. Some days ago I was looking for something to watch on Netflix and found this movie, so I decided to re-watch this. I wasn't expecting much since some years ago I watched a negative review of this movie, but it was actually worse than I thought it would be.

The script is weak with the story having a lot of inconsistencies. The villains can travel really fast from one location to another and always know were to go. Captain America's powers seems to be almost nonexistent and he fails a lot in the movie. Also most of the action scenes aren't very good.

With that said, this movie is at least watchable. On the positive side the Red Skull make-up is very good and the Captain's uniform is very accurate to the comics.",4.0,22 January 2015
Salinger treats it seriously,"Unfortunately, this is not the Marvel movie that will endear you to comic book movie adaptations. However, I think Salinger gives an honest performance as the title character, even if he spends more time out of costume than in. For whatever reason, the Red Skull is made Italian, rather than German, but it didn't bother me as much as it did some other viewers. For being a B-movie, Captain America is tolerable. Watch it first, before you make any judgements. You might be able to suspend your disbelief long enough to enjoy it.",,10 September 2000
Bad but not irredeemable,"Steve Rodgers becomes Captain America and must fight against the Nazi super soldier Red Skull. Captain America is however frozen in time until he awakens in 1990. Red Skull still wishes to fulfil his plan of world domination by becoming the president of the United States.

I went into this movie expecting to hate it since that seems to be the general consensus. What I saw was bad on many levels but not what I would call irredeemable.

On the positive side the production isn't too bad. The editing is passable except for those awful montage sequences. The cinematography and lighting is not what I would call inept. The acting is okay but the terrible writing makes for some awful line deliveries.

However, this movie has quite possibly the worst superhero costume of all time, rivalled by the motorcycle helmet wearing Captain America from the 1979 TV movie. He seems to have prosthetic ears attached to his head and the wings makes his appearance seem comical.

The tone is also all over the place. You have Nazis and Germans executing people and at the same time you have a running gag where Captain America pretends to be car sick and hijacks cars.

It's bad in a cheesy way. I would say the Fantastic Four 1994 movie was miles better in being faithful to the source material while having an extremely low budget. However, as I said, I did find some little things enjoyable like the action, special effects and even production qualities.

I think you will either hate it or find it as a harmless bit of cheesy entertainment and fun.",4.0,8 December 2017
WARNING!!! It's not quite what it seems!!!,"Back in the mid-90s I watched this film and thoroughly enjoyed it as a child even though Captain America wasn't my favourite superhero. However, out of intrigue in the last few years, I have found out that this movie got a lot of the characters and settings completely wrong. For example when was Red Skull an Italian Fascist? He's always been a Nazi. Still, after watching the excellent 2011 Captain America movie with Chris Evans (not the former DJ) I set out to purchase that film. Picked the DVD and it turned out to be this one instead. Don't get me wrong, it's not as bad as some say however there was a lot of potential wasted. One big problem the film suffers from is that the writers tried to cram every single major moment of Captain America's history into a 90-95 minute film. It dosen't work successfully. Another problem is that the film obviously had severe budget constraints as you can often tell that actors are facing backdrops. Some actors have to even play multiple roles. On the plus side the acting is watchable with a very dark opening (on par with the opening of Xmen). The actor playing Captain America (Matt Salinger, son of author JD) gives a pretty believable performance as does the actor playing Red Skull (Scott Paulin).

Its not a bad comic book movie, that title goes to Green Lantern for me. This one just should've stayed close to it's original resource material and not include every major moment of Captain America's history in 90 minutes. Having an ending where it could've been left open for sequels might've been a better idea.

5/10",5.0,2 April 2013
"Uninspired, but watchable.","After the Nazis have developed a process to turn an innocent boy into a super human entity, the Americans likewise experiment on average American youth Steve Rogers (Matt Salinger), who has polio. Steve develops incredible strength and resilience, is given a costume and shield, and is rechristened Captain America. The Cap fails spectacularly in his first mission, which is vanquishing Red Skull (Scott Paulin), the adult version of that Nazi experiment. He ends up frozen in Arctic ice for 47 years, reemerging in 1990 to do battle with the Red Skull once again.

It may be that this initial feature film vehicle for the legendary comic book hero (after two TV movies in the 1970s) will appeal more to casual viewers than longtime fans of the character. As it is, it lacks the spit and polish of major American product, and it will come off as cheesy and tacky to many viewers. Also, the scenario requires Steve to spend more time in civvies than in costume.

But this viewer didn't find it completely worthless; it's not without some amusements. Like the sight of the President (Ronny Cox), who'd glimpsed the Cap as a child, engaging in fisticuffs with various bad guys. Paulin is not a truly great villain, but he's a mild hoot anyway, and his minions include some very sexy (if inept) female assassins, including Red Skulls' own daughter (Francesca Neri). The action scenes won't blow the audience away, but they're adequate.

The main draw is a remarkably sincere Salinger, who makes for an appealing hero. Kim Gillingham, who gets an ""introducing"" credit, plays both Caps' lady friend and her daughter, and comes off better as the older lady. A variety of familiar faces - Ned Beatty, Michael Nouri, Darren McGavin, Melinda Dillon, Bill Mumy - are kind of wasted here, although McGavin at least gets a chance to be somewhat funny (it'd be a shame if he didn't).

Kids will likely be less judgmental than their adult counterparts, and might have some fun with it.

Five out of 10.",5.0,24 January 2018
Comic fans beware.,"I've never read a Captain America comic book. But I don't have to to know that any fan of the comic won't be too pleased with this film. Matt Salinger does his best with a lousy story. Captain America doesn't even finish one mission before he's frozen in ice, only to be thawed out 50 years later. The Red Skull is the villain, but in most of the movie he looks like a guy with acne problems. However, we do learn that the Red Skull had a hand in the JFK assassination. How Oliver Stone missed that lead is beyond me. The Captain's super powers seem to be limited to throwing his shield and faking car sickness. On the positive side, at times the film does have the feel of a 40's serial. I would've liked to see that carried out, but the film never decides whether to be serious or kind-of-corny. Instead it just ends up being boring.",2.0,5 January 1999
A Disappointment,"Superhero movies are again a hot property thanks to the big screen adaptations of Spider-Man, X-Men and Superman. As such, many film buffs who know little or nothing about Captain America have no doubt been picking this one up at the video store. Too bad nothing but pure crapulescence awaits them.

Where to begin? The movie has a dim look to it; the acting is second-rate; and the action and battle scenes are few and far between. It will disappoint most die-hard comic book fans, perhaps as much as those silly 1970s Cap films were. On a positive note, the action scenes aren't awful when the viewer finally gets to them. As well, the characters stay pretty true to their illustrated roots, and kids aren't going to be nearly as fussy as adult moviegoers about this one.",3.0,5 September 2004
This 1990 version of Captain America can be pretty entertaining despite some noticeable flaws,"Okay, so after watching the Republic serial from 1944 in which Captain America's alter ego was Grant Gardner, district attorney, and then two TV movie versions starring Reb Brown as Steve Rogers, occasional painter, I finally watched this 1990 version from Menahem Golan's 21st Century Film Corporation starring Matt Salinger as the super soldier from World War II that gets frozen for several decades before being thawed out. I liked the beginning where we find out about both his and The Red Skull's (Scott Paulin) early lives and there was a quite entertaining fight between them during the WWII sequence though it would have been nice to know what dastardly thing the Skull did that lead to that battle. But then we're abruptly taken to the present day to when Cap finds himself waking up to and it takes a little time to once again find some momentum. That said, having Ronny Cox and Ned Beatty as a couple of old pals now serving as president and reporter, respectively, was a nice treat for anyone who remembers them from Deliverance not to mention Beatty for his previous superhero encounter in the first two Christopher Reeve Superman movies. And how awesome it was to finally see the CA costume done right this time with both the wings on the cowl and the shield just the right size and color. Even more so was all the hot women that abounded though I have to wonder how any of them could realistically be daughters of the disfigured Red Skull! So in summation, this filmed version of Captain America may be a little on the underwhelming side concerning story logic but the action for the most part makes it worth it for at least one viewing though I probably wouldn't mind watching it again. Can't wait for Chris Evans in Captain America: The First Avenger later this summer.",5.0,5 June 2011
