review_title,review_body,rating,review_date
"Entertaining at times, but is all over the place","Birds of Prey: and the Fantabulous Emancipation of one Harley Quinn, is a movie I had high hopes for but it fell flat. I will start off this review with the positive aspects first such as: Margot Robbie as Harley Quinn was a great casting and continues to be where I think she gives a better performance then her one in Suicide Squad, and Ewan Mcgregor plays a decent version of Black Mask. The use of colours and costumes I thought were great and I found some moments of entertainment through some of its action sequences.

However, This film has a lot of problems, most of the performances in this film are very shoddy, especially from Rosie Perez who is a walking cliche' as Renee Montoya (and I know that's what they were going for but it just doesn't work}, and Mary Elizabeth Winstead as Huntress who gives us some very cringey at times acting, and I think some of this has something to do with the screenplay which I also think is average at best. The humour that they're going for doesn't work at all I chuckled maybe once, and it was the same for my theatre. They also butchered Victor Zsasz which I found extremely disappointing as I was looking forward to his inclusion in the DCEU, the way he was portrayed was nothing like how he is in the comics and it seems like he is just trying to be some knock off version of the Joker. Also why is the film titled Birds of Prey? This is a Harley Quinn Movie, just like the trailers the Birds of Prey are barely in it and when they were they had small glimpses of being cool characters but for the most part they were some of the most cliched early 2000's era superhero characters I have seen since that era.

Overall, I found Birds of Prey to be a disappointment I came into this film very optimistic but got let down, due to the fact that this films writing was just plain bad. If Margot Robbie's and Ewan Mcgregor's performances weren't as great as what they were with the nice compliments of the characters costumes it would have been completely boring and cliched garbage.",5.0,6 February 2020
Entertaining but a bit messy.,"Birds of prey shows that DC has finally righted the ship after several early stumbles in this franchise. By focusing on smaller, more personal stories with more personal stakes. Birds of prey is a very entertaining movie, albeit one with some irritating flaws.

Firstly, Cathy Yan directed the hell out of this movie. She really knows how to frame an exciting action scene with nice wide, full body shots to show off the great stunt work. The movies style and colour pallet are very eye catching and visually interesting. Margot Robbie continues to be excellent as this franchises version of Harley Quinn, and Ewen McGregor looks like he's having the time of his life as a sleazy but intimidating villain.

Most of the movies problems for me come from the script. The first half is very messy as the movie bounces around and moves back and forth in a Rashomon attempt that really didn't work and kind of annoyed me. Once an action scene in a police evidence locker takes place though, the movie calmed down considerably and is a lot more watchable. Also, while the other members of the cast and the villain are entertaining to watch, they only have only surface level characterisation, seemingly interesting on the surface, but not really much underneath. Some ardent birds of prey fans may be disappointed in the lack of actual birds of prey, given about 85% of this is a Harley Quinn movie, which leads me to wonder if they side the birds of prey name for brand recognition only.

In conclusion, birds of prey is a fun, colourful time at the movies, But some serious screenplay flaws prevent it soaring to the heights of the DCEU, but it comfortably pitches high above the trainwreck that was suicide squad.",7.0,8 February 2020
"This is not a ""man hating"" movie...","Is this a good movie? Not really. Is it a bad movie? Not at all. This is not a 10, but certainly nowhere near a 1. Don't get distracted by everyone saying that's it's a bad film. Go form your own opinion! Like someone in these comment said, too bad some reviewers have a political agenda to push on this film accusing it of ""man hating"". It's a comic book movie based around a female. In comics, most of the villains are men... so, yeah, I don't know what people were expecting, but she has to beat man!

Anyways, personally I think the movie is bizarre, funny and quirky. Just like Harley Quinn. Also, Margot Robbie is perfect for the role.",7.0,10 March 2020
Robbie and McGregor are brilliant even if the film suffers a tad at times,,7.0,5 February 2020
MARGOT STEALS THE SHOW.,"Funny, non stop action, kinda all over the place. Margot Robbie absolutely steals the show.",7.0,12 February 2020
Fun movie!,Margot Robbie is the perfect Harley Quinn. Over all BOP was super fun. Great action and great music. Rosie Perez is meh at best. Ewan kills it per usual. I love that they made an R rated comic book film. DC has the balls to do it knowing it won't make as much $$$ which is probably why this is one of the better comic movies to come out in a while. 7/10🖤,7.0,13 February 2020
Boring and forgettable,"While Margot Robbie is a good Harley Quinn, the character was not given enough arc. The plot was predictable and mainstream, especially due to lack of a strong antagonist. The main antagonist, played by Ewan McGregor, was not developed and hence did not add significant value to the plot story. Although some of the fight scenes were entertaining, the film as a whole was truly forgettable.",4.0,6 February 2020
I don't understand the hate at all,"I would like to preface this review by saying I am a massive DC Comics nerd and also a man, so all these guys saying that ""only feminist women who don't understand the comics like this movie"" are completely wrong.

The hate this movie gets makes no sense to me at all. This is a stylish, superhero comedy with excellent directing, acting and action. The cinematography during fight scenes was just beautiful and the fact that they are allowed to show graphic violence makes them so brutal.

Also, the comedy lands so well. It's so strange to me to see the same people who give Deadpool and Guardians of the Galaxy high ratings give this such a low one, in my opinion it tops Deadpool in the comedy department.

I would say the only weakness in this movie (for me) was the portrayal of Black Mask, only simply because I prefer his comic counterpart. That being said, I don't mind most of the changes to these characters in comparison to the comics, I thought Margot Robbie's performance as Harley was absolutely fantastic, it really shows of her version of Harley without that awful script that was Suicide Squad. Jurnee Smollett gives such a strong performance as Canary, while I know she is very different in the comics, I liked the different approach to the character. Mary Elizabeth Winstead did a great job, I just wish they had fleshed her out a bit more, but still she was very good and had an intriguing backstory. Ella Jay Basco gives one of the most convincing child performances I've seen in a while, it would be really cool to see her as batgirl one day. Lastly, Rosie Perez was great as Montoya, who I was happy to see finally get a big role in a movie since she plays a big part in many comic stories and the animated series. Comic book movies change characters all the time, I don't know why everyone cares so much with this movie specially.

I seriously do not understand the hate, here we have a movie that doesn't give a crap and is willing to show us some graphic fight scenes with great choreography and comedy which lands and isn't cringy, like in previous DCEU films, and some great performances, and every hates it. I'm 99% sure that this movie is just hated because men have to hate movies dominated by females for some reason. I'm not trying to say this movie is The Dark Knight but it's strong in a lot of aspects and succeeds in what it's trying to be. For Christ sake guys, it's not trying to be the Godfather, why are your reviews so harsh.",8.0,30 March 2021
"A -Completely- Fun, Big "" Antiheroine "" Romp For { Adults }.. This Film's -Completely- Bonkers💥💣 BUT ..I'm { Still } Not -Completely- Certain What To Quite Make Of It😶😶...","Harley Quinn { to Cassandra Cain at the supermarket } : "" There's two ways we're getting that diamond out of you ; this.... ""
( ..Shows her laxative ) .
Harley Quinn : "" ...or this... ""
( ..Shows her a carving knife ) .
{ Cassandra very "" Wisely "" chooses the laxative } .

OK, so first , a couple of the ->- { ' Plusses ' } ->- in Random Order . Let me start by saying that this film has an Absolute "" Killer 😉❕"" Soundtrack . By the time the "" Super Phatt "" beats of rapper Jucee Froot's ' Danger ' -{ Absolutely }- "" Exploded💥💣 "" into the already 'frenzied' cinema that I happened to be in ....heralding the funky credits at the end... I was entirely cognizant of having thoroughly {❕} enjoyed the final act of "" Birds Of Prey "" . Suffice to say that the satisfyingly lengthy & Totally Mad { "" Carnival Of Death + Funhouse Mirrors + Ghouls ( Goons ) "" } 'Finale' fight sequences, rife with the 4 - { Yes ""Four"", in that ( -even- ) Cassandra Cain.. the young girl (❕) in the story ...partook in the action } - other female principal actors led by Harley Quinn, in the 'fight of their lives' in Both ' serious & dramatic ' - As Well As - ' meretriciously & lavishly Comedic fashion ' . . . . { More Than } elicited its required response from me. Not to mention the fact that I was able to { -Joyously- } observe ...yet again... that even a ( Seriously 😜 ) 'Wacky-As-Bats' film like this can come packaged with a few Good & Uplifting Ideals mixed in there... 'somewhere' ....{ Eg. Sisterhood, Second Chances, Taking the higher ground -( Even )- if it means risking one's life towards that end .....etc. } .

It became strikingly self-evident... ( to me atleast ) ..Very Early on in the picture that Ewan McGregor's Wildly, Colourfully, Despotically Evil "" Black Mask ->- a.k.a Roman Sionis "" might just as well have been an amalgam of -{ Both }- 'Harvey Two-Face' -{ And }- 'The Riddler' from Joel Schumacher's "" Batman Forever "" . Which would put "" Birds Of Prey "" , by way of a broad, loose aggregate, at a - { Sort Of } - weird cross between -( say )- a 'Batman Forever' ( 1995 ) & a 'Moulin Rouge' ( 2001 ) ; with a generous handful of some of the more Nefarious aspects of -( say )- something like the Iconic 1990 Mafia Classic 'Goodfellas' - { or, for that matter, literally... just about ->- ( Any ) ->- other "" Gloriously Profane ⛔ "" & - Very - Violent big budget Adults-Only film out there } - thrown into the mix, as well. Now, ' In - And - Of - Itself ' . . . that wouldn't "" Necessarily "" be a bad thing. But once all those "" Rampant { 💥❗} Mf-s and F-s and B-s "" - and a whole lot more - start flying around as freely as ever , you { - Seriously - } find yourself being rudely 'Ripped' out of the otherwise 'nice and cozy' comic-book movie "" Suspension Of Disbelief "" that you might have been experiencing previously . . . . & thrust into what could easily be ""Just another huge, messy - { and yes . . Adult } - high stakes action Crime Drama "" .

And that brings us squarely to my ->- { Absolute } ->- No.1 Gripe about Birds Of Prey. Let me put it this way. Would it's upcoming ( and very -Obviously- talented ) Director have ' Willingly ' allowed a young daughter of her { -- Own -- } , ( Hypothetically Speaking, Of Course ), to play the part of the aforementioned 'Hopelessly Compulsive' pickpocket ( & product of a 'Horribly' broken home ) Cassandra . . . . Get This . . . . that -- { ⭐⭐ 13 ½ ⭐⭐ } -- year old Ella Jay Basco 👩 plays in the picture. Now to those of you who { -Have Already- } seen the movie ( & pretty much - know - where I'm going with this )... do hear me out. I { - Entirely- } understand that Ella is a 'Professional' Actor just taking a given Character off a page, & bringing her to Life. But I ask atleast the - { Parents Of Young Children } - among you . . . . . . . given - ( All ) - that Ella has to witness & partake in over the course of progression of the whole story : from the Profound Glorification of theft, to the often Profound levels of Outright Bloodletting & Gore, to the - { Very } - "" disturbingly "" liberal🎈use of Profanity . . . right the way thru said picture . . . ' And All Points Inbetween ' . I mean... could the scriptwriters - Seriously - not have written the part for say an 17-19 year old teenage girl instead { At the very least (❗) } ....with more or less the - { Very Same } - desired effect❔❕. ⭐⭐ Just Saying ⭐⭐ .

Summation : Well, The Film ->- { Most Certainly } ->- Succeeds In Its Attempts To Be A "" Non-Stop And Splendidly Chaotic , Almost Psychedelic Kaleidoscope Of { - Vivid 🍭 - } , Vibrant And Mercilessly Unrelenting Mayhem , Colour And Carnage "" . . . . . All At Once Reminiscent Of Films Like ' Joseph & The Amazing Technicolor Dreamcoat ' ( Video - 1999 ) , { - In The ' Purely ' Visual & Stylistic Sense , That Is To Say - } . Yes , That - Is 🌠 - This Troubled Picture's ' Saving Grace ' . . . . . So I'm Giving It A Conflicted Yet Ultimately Decisive 👊🔥 7.50 Marks Out Of 10 .",7.0,28 February 2020
It made me sleepy.,"I'm glad I had my phone, the first half of the film was so boring, the second part was less boring, but still not great. Margot Robbie is good in the role, and she has some great fight scenes, the trouble is that the remainder of the film is so tedious. Good visuals, the trouble is the core of the film simply isn't there to make anything meaningful.

Ewan McGregor was wasted, isn't there a better role for him out there somewhere??? Surely???? He was a dreadful antagonist, not his capabilities, but the character, did they intentionally make him lifeless?

I can't help but compare it to The Joker, it doesn't compare favourably. It looked good in the trailers, but they literally showed all of the action scenes.

I was expecting to be entertained, but in truth I was bored, and judging by others sat next to me yawning, so were others. 3/10",3.0,13 February 2020
