review_title,review_body,rating,review_date
Superb... but then I'm biased.,"A fabulously rich movie with a superb mix of talent relating the victories of human relationships over and above the overwhelming power of political ideology in partnership with business.

Bill Nighy plays a beautifully understated, quiet and thoughtful role in contrast to the ebullient Imelda Staunton, matriarchal doyenne of the small Welsh mining town that is the focus for solidarity expressed by LGSM. Paddy Considine as Dai is the somewhat unwitting emissary who meets with the group in London and speaks powerfully and clearly to the community there and to the rather more conservative community in his home town as to the nature of solidarity. Much humour is placed in the two cultures coming together and throughout there are themes of coming out, for both communities; the subtle and insidious nature of discrimination, the hegemonic control it exerts when backed by powerful media presentation, the opportunism of the bitter and resentful, and the damage that is wrought upon families and communities when work is alienated from the individuals identity. Jessie Cave, Ben Schnetzer, Sophie Evans, George Mackay and Freddie Fox all perform keenly and will have done their rising stars no harm here. Not sure how this film will travel internationally, a bit parochial, but then I thought the same about Billy Elliott and that seems to have done OK.

Culturally the film is a trip down memory lane, the music, the politics, the clothing and decor all take me back to 1984, the year of my eighteenth birthday, when my father was one of those striking miners, my mother and the other mothers ran the kitchen in the local church hall. Hence my bias, there is much in this film that is intensely personal.but even if this were not the case, I would still recommend the artistry of this movie and it's passion to anyone.",9.0,9 September 2014
Life-enhancing,"PRIDE commemorates the hitherto unremarked but nevertheless remarkable alliance between Welsh miners and London lesbians and gay men. It is an enjoyable, well-made, sometimes uplifting, movie set in a bleak period of British history. It is a political film, in the best sense: it's about people joining together to take control of their own destinies, a theme which has a long history in UK cinema, going back at least to the fantasy of PASSPORT TO PIMLICO (1949) to the based-on-fact MADE IN DAGENHAM (2010).

It is well-scripted, beautifully directed, skillfully and enjoyably acted. I have one niggle. Not so much with this film in particular, but rather with all those setting out to please a mass-audience whilst also trying to deal with serious issues. The times in which PRIDE is set were very dark, but I don't know that a mainstream movie can make it clear for those that weren't there just how dark they were. The film goes some way to showing it, but it can't really plumb the depths because - well, mainstream movies can't and still stay in the mainstream. It's a dilemma that affects many Hollywood comedies set in the Great Depression, even those, like MY MAN GODFREY (1936) for example, that were made at the time.

Still, PRIDE manages by and large to transcend such difficulties. It is a life-enhancing piece of cinema, which could and should reach a wide audience.",8.0,2 September 2014
"""Pride"" a brilliant paean to tolerance, with lessons for us today",,9.0,5 April 2015
Brilliant moving and accurate I know I was there.,"I have just watched this film and on a personal level it affected me greatly. I was a young gay man in 1984 and I and friends, travelled to both the 84 and 85 Pride marches in London. I remember the Miners support at the 85 and we were greatly touched at the time. The movie got the details exactly right, I and many of my gay friends were on lots of marches including the ones against Clause 28 the evil Tory piece of legislation that outlawed promotion of homosexuality in schools and publicly funded museums and art gallerias (among others).

What I want to say about this film is that young gay and straight people should see it. It is immensely moving and funny. Just the right balance. I wept throughout and laughed because it brought to life my youth as I lived it in protest against that evil woman and her kind who dared to tell us how to live our lives, and who we couldn't legally love. It was scary times, AIDS, homophobia and arrest for protest.

I probably can't be objective because of my involvement as a youth in gay protest, it brought raw emotions to recall how angry we young people were then. But more importantly for me it reminded me like it was only yesterday of the immense Pride we felt at fighting for our rights and anyone who was a victim of hatred and prejudice.

All of the actors were a delight, and the portrayal of working class solidarity spot on and very emotional. I loved the fact that it had that British humour that is so peculiar to this country. The details were very true to the time, I recognised the clothes, the music and how tatty gay clubs were with peeling paint on the walls. It is a film that brings to life a time that has not been portrayed before, of protest, solidarity and how together we can change things.

I'm glad that such a film can be made and successful in this country now as a mainstream film as well. Maybe that shows that the protest of our youth changed things. I can get married now if I wish and thanks to a Tory PM, who'd have thought it? So one big thank you to all involved for making this 50 something gay man remember so vividly, and in spite of the dark days portrayed, our youthful struggle and reminding us that we really did something wonderful and change things, as this film is proof positive that we did just by the fact that is got made.

I hope that young gay people, who still cope with the same problems we did, isolated, alone, and scared can watch this film and gain strength from it and join the fight against prejudice still to be won.",10.0,11 February 2015
There is nothing not wonderful about this movie.,"If you don't laugh, don't shed a tear, or don't want to get up and cheer at the end, then you weren't paying attention during this movie. Based on a true story, this is a film about how two unlikely groups came together in the troubling times of the early 80s in the U.K., but in addition to that, there are a lot of side stories that occur at the same time. Excellent character development (especially after the first 20 minutes), which is critical for a based-on-true-life film. The acting is superb. Listen carefully for the deadpan humor the British are known for: especially if you're not used to London and Welsh accents. Highly recommend this movie to anyone who needs a lift and a reminder that *people are good.*",10.0,1 October 2014
Solidarity forever!,"In the summer of 2014, my wife and I went to a north London dinner party where one of the other guests was Mike Jackson, a leading member of Lesbians and Guys Support the Miners ((LGSM), a support group during the bitter industrial dispute of 1984-85 which provided money and assistance to a mining community in South Wales. He told us how he had been acting as a principal adviser to writer Stephen Beresford and director Matthew Warchus who had crafted the forthcoming film ""Pride"" which explored this unlikely pairing of groups fighting the iniquities of Thatcher's Britain and he made clear his delight at how the subject had been treated for the big screen.

So, the first weekend that the movie was on show, four of us from that dinner party were in the cinema to view it and we were all thrilled with how brilliantly this story has been told. Some of us even cried.

The film is unashamedly political, both in its representation of the prejudice against homosexuals at a time was AIDS was devastating the gay community and the hostility of ministers, media and police to the miners' fight to keep pits open, but the treatment ensures that this is an immensely entertaining and often very funny work. Although the movie wears its political heart on its sleeve, it avoids an over-simplistic portrayal of the gay cause by showing entrenched opposition to their involvement in the miners dispute from sections of the Welsh community and challenge from gays themselves as to why they should be involved in a workers' strike, although the controversy of the lack of a ballot authorising the strike itself is avoided.

The script is a triumph with every line making an impact and telling us something and there are some wonderful jokes. A disco dancing scene and a solo-to-group singing session are destined to become favourite recollections of a memorable movie. The cast is magical: a combination of distinguished character actors like Imelda Staunton, Dominic West and Bill Nighy (although his South Wales accent is wobbly) and young newcomers like Ben Schnetzer, Joseph Gilgun and George MacKay. And there is remarkable attention to period detail (we had the same design of coffee cup as in an early scene), enhanced by music from the time.

Although GLSM was eventually shunned by the official strike committee and the miners lost the strike and almost all of Britain's pits have subsequently closed, the concluding scenes of the film and the final bits of informative text turn this historic interaction into a success that should inspire the present day gay community and labour movement alike. As Mike Jackson put it in an article about the film: ""The one thing the ruling class don't want is solidarity; they don't want us to join the dots up.""",,13 September 2014
An absolute must-see,"Just been to the avant-premiere in Paris: The movie is absolutely magical. Not to oversell it, but it's a must-see. It's funny but very moving, with a perfect blend of ""comedy"" and seriousness (because these were dark times, both for the miners and the gay community). The dialogues are really good, well though-out, and delivered convincingly by a stellar cast, who are always believable in their roles.

It's not just ""good for an indie gay movie"" - it's an incredibly powerful movie that ranks right up with the best of them this year (and with stars such as Bill Nighy and Imelda Satunton, and a probably fair budget, it doesn't have an ""amateur"" / ""indie"" feel at all either).

Anyway, worth the price of admission (unlike, unfortunately, so many movies these days...)",10.0,3 September 2014
A must-see true story that nobody has heard about,"This is the best movie of 2014 in my humble opinion. The true story is one that everyone should know about. Now is the time for this amazing story to be told. The ending blew me away. I didn't see it coming, and I don't think anyone else will either. I love that this movie treats straights in a respectful and realistic way, and many of them are even heroic. Just like in real life - and it is a real story. Imelda Staunton and Bill Nighy are perfection in their roles. The entire cast is perfect. Since it is a true story, at the end of the movie they were able to tell us what happened to some of the people after the miners' strike. Several of the real stories of what happened to them later in life blew me away and made me cry - both for joy and for sadness. This really is a story that you need to know. Thank God this story has finally been told. The audience actually cheered at the end in my theater.",10.0,11 October 2014
"Incredible effort, but oh does it hit so hard","I saw this yesterday at a preview and was particularly impressed by the amazing production values shown in this film, as well as the powerful warmth of the ensemble cast within this. Many stand out, to the point where everyone stands out. My personal favourite performances are probably Dominic West's because of his wonderful energy, fantastic delivery and that the fact that he was playing a gay men (and was significantly less creepy than his Fred West performance) and Jessica Gunning's who played her play with such warmth and fire. That said, Staunton, Nighty and Schnetzer et all had some determination as well, it really is that not to want to give individual props to all.

British humour tends to be our best selling point and this film lays bare just how raw and witty we can be in our dialogue when handling such powerful drama. That said, the film is a very difficult viewing experience, in my eyes. The Miners Strike alone is a very raw and sad event for all to see, especially when there will be absolutely no surprises as to the outcome. On top of this there is a plethora of tragic LGBT issues that further hit the viewer like a fist throughout, be it a family not accepting their gay son, the Miners' refusal to fully support the LBGT community when the going gets tougher (the bleakness of those scenes are particularly devastating), the start of AIDS and the knowledge that these men's lives will never be the same, the occasional violence shown to the gay men the list really does go on. The fact that there is a strong undercurrent of humour throughout is particularly needed and welcomed, although towards the end it proves hard to laugh at. Many look back to the 80s with total joy, but for many people, they were uncertain, intensely painful years to survive in. This movie is a tribute to them, and the cast and crew provide their joie de vivre with an open, pulsating heart.

Watch this preparing to feel a wide variety of emotions. Not all settling.",7.0,10 September 2014
An amazing story that brings two very different worlds together for a great cause.,"Some films when they are in pre-release have so much hype and advertising running behind them that by the time the film is actually released we have seen three or four different trailers that have usually given away all the bets bits of the film leaving a sour and disappointing taste in our mouths and a feeling as though we have just wasted our time once we get around to actually seeing them. Then there are some films that deserve the hype and publicity that only ever get minimal, usually these films belong to a film festival and it's only through word of mouth that they make it to their intended audience. Pride is a film that was first released at the 2014 Cannes Film Festival winning a standing ovation and the Queer Palm award from there it went onto a limited release schedule mostly being involved in Queer Film Festivals around the world. Pride is a true life story based around the British Miner's Strike in 1984, Margaret Thatcher was Prime Minister and not very popular, not with miners and especially not with the gay and lesbian community either. Joe, a young naïve closeted gay boy arrives in London to take part in his first gay pride march, soon after arriving Joe is taken in by a local gay and lesbian rights activist group who do their part to raise funds to fight their foe Thatcher and her evil ways. Soon after the group realise that both the Miner's and the gay community have a lot in common they make the decision to start raising funds for the families of the miners in a little Welsh town called Onllwyn. The miners reject the gay and lesbian activists money believing it will do more harm than good for their cause so the group unfazed but a little perplexed decide to take the money personally to the town to hand it over and explain their situation and hopefully form a new alliance against the countries Prime Minister and her party Pride is set in a very bleak and dark time of British history but I feel that it's never actually shown that way, sure things are dark and gray but I wish the director just added more hardship to his final edit for the film, not being a part of it personally but remembering how harsh it was from school study and other films I have seen over time. I don't think the film was shown as brutally honest as it should have been, from what I know of those days; they were horrid, times were rough and extremely hard, I just wish that it was portrayed a little more than what we were given. That is my only concern with the film, which says a lot I feel. None-the-less it is a fantastic well made, well directed and full of amazing actors that really bring the story to life, the story is really well scripted and the actors chosen in their respective roles have done an amazing job. Staring Bill Nighy (Love Actually, Shaun of the Dead) as Cliff, Imelda Staunton (Maleficent, Vera Drake) as Hefina Headon, Dominic West (John Carter, The Awakening) as Jonathan Blake, Paddy Considine (Hot Fuzz, The World's End) as Dai Donovan, George MacKay (How I live Now, Peter Pan) as Joe ""Bromley"" Cooper who is one of the few fictional characters created for the film and a whole heap of others, it is actually a very great cast everyone did their part to make the film work. As I said earlier the cinematography of the film was good I just wish it was darker like the times it is set in. The director and his crew have done a great job with this film written by Stephen Beresford and directed by Matthew Warchus (Simpatico). Pride is a feel good film with a fantastic story that can be shared with all your loved ones, there are a couple of scenes that may be a deemed a little over the top but perhaps you can use that to answer some curious minds if questions are asked. Pride is an amazing story that brings two very different worlds together for one great cause.",8.0,14 February 2015
