review_title,review_body,rating,review_date
Thought-provoking look at politics and media.,"The Candidate, 1972, was a film that really made me think. It takes you through Bill McKay's campaign for California senator - and shows how an idealistic and inexperienced young man gets trapped by the media system. Most plot summaries will tell you that it is about how he gives the political system a kick - but I found that it was really more about how he became lost in it. It seemed that it was more of an 'outside' movie than an 'inside' one - there is always some mystery about what is going on inside everyone's heads. Robert Redford is really very good here as McKay - watch for a speech he makes to himself in the car. Peter Boyle also gave a thought-provoking performance, as Bill McKay's smooth-talking campaign manager. A sad commentary on the way things work. Very relevant. I recommend it for fans of Robert Redford or anybody interested in politics or media. 7 out of 10.",7.0,6 September 2000
Ahead of its time,"This 1972 feature film is funny as it is scary now in the Untied States we can see it as form of prophecy.

This film stars Robert Redford in a remarkable performance as a Senatorial Candidate in California. Robert plays Bill McKay as son of a former state senator who never planned on running for public office. In fact he has never registered to vote. A political election specialist talks him into running who is expertly played by the late Peter Boyle. What both Bill McKay never thinks of at the beginning is the fact he might win. Released in 1972 the film seemed as a farce but just like the 1976 film ""Network"" what once seemed impossible is now ""non fiction"".

Natalie Wood also appears as herself.",8.0,24 February 2018
"Well done, still resonates today",,7.0,8 April 2005
Not bad,"Michael Ritchie seems to have this thing for competition -- whether downhill racing, body building, water skiing, or, as here, politics. This isn't my favorite human motive, besting other people, so this one comes as a rather pleasant surprise, laden as it is with more social and political content than the with the details of the quest. I mean -- Redford doesn't even want the office!

""The Candidate"" has the appearance of a made-for-TV movie. The credits are presented simply, as in a TV movies. There is no underscore but the music that we hear consists of marches with lots of drums and sometimes one or two instruments hitting clinkers, as they would on a bandstand behind a speaker.

The photography is highly colored and flat, as in a TV movie. Everybody seems to be dressed in suits or riding costumes. They look overly made up, freshly preened and pruned. They drive big new American cars and live in splendidly arid modern homes. In short they appear to lead the kind of lives to which naive screenwriters aspire.

That out of the way, this is a pretty brave movie. It's a story of an innocent and blunt lawyer who become progressively corrupted during the campaign as victory seems more nearly in his grasp and the grasp of his managers. They 86 his sideburns and give him a haircut and put him in expensive suits. Girls love him because he displays such, well, such Robert Redfordness. One guy belts him in the mouth at a rally and I can understand why. All men as handsome as Robert Redford should be illegal.

But he does a decent job in his minimal way. His forte lies in little moves, as when he cocks his head and says quizzically, ""Eh""? Everybody else is quite good too, though his wife is mostly decorative. Peter Boyle is fine, and Allan Garfinkle is always believable as a cynical scuzz.

You have to admire the way the script does not spare Redford's character. He may be an idealist at first. What does he think of abortion? ""I'm for it."" How about property taxes. ""I don't know."" By the end of the movie he's learned fluent politicospeak. How's he feel about busing? ""You can't solve the problems of this country with a bus."" (Right.) He knows that he's selling himself out but he wants to WIN.

As the campaign gets into high gear he's late for a meeting with a labor leader, a grizzled Kenneth Toby given to smoking pinched little cigarettes. Everybody in the room is wondering where Redford is, and how he can treat an important man like Toby with such disrespect. And where is he? We see the door to a hotel room open and there emerges a girl so gorgeous that if she were an escort instead of a groupie she'd be extremely expensive. A few seconds later Redford comes out buttoning his jacket.

Nothing much is made of this incident. Boyle watches this parade in the hallway, staring after the girl, but nobody says anything and the scene lasts for only a few seconds. And here is where Ritchie and the writers earn my respect. Think of how easily this very effective scene could have been demolished. Boyle stopping the groupie and demanding to know what's been going on. Boyle admonishing Redford for cheating on his wife -- ""If this ever gets out our goose is cooked!"" Redford protesting that his private life is his own business.

But none of this happens. Not in this scene or in any of the others in which a piece of character is revealed. Ritchie trusts in the perspicacity of the viewer. He shows us, because he doesn't have to tell us. He figures we're smart enough to pick up this clues by ourselves. Thank you, Mister Ritchie.

We should be grateful to the writer as well, and to Redford's improvisational talents, when, alone in a car's rear seat, half crazed, he mangles the stump speech he's given a thousand times and comes up with a hilarious parody: ""The basic indifference that made this country great.""

Also admirable is that the movie deals with specific issues -- abortion, busing, unemployment, fire hazard, health concerns -- and Redford is the Democratic candidate while Don Porter is the Republican candidate (imagine actually NAMING the political parties and risking losing half the audience).

Porter comes across like an actor, an old ham of an actor, which suits the part. He's smooth and wily at seducing the public, a kind of Don Juan of the political arena. Ritchie has taken some real chances here. Porter comes up with something like, ""Oh, sure, when I was a kid we were all poor too. Why some of us didn't even have our own SOCIAL WORKER.""

It took guts to make this movie. And talent to make it so well.",,15 April 2004
Sort of like what it would be like to hang out with a political candidate throughout the election.,"""The Candidate"" is a very simple movie. It follows a guy (Robert Redford) who is running for the Senate and you see him from agreeing to run to his eventual election. Throughout, the guy tries (not always successfully) to keep his idealism but there is a strong push by his handlers to get him to talk more and say less at the same time. This aspect of the story is very believable and this man is, more or less, relatively 'normal' and without any earth-shattering secrets or personal deficiencies. In fact, the film has little in the way of excitement--no 'bombshells', no real controversies--just a look at the political process and the men who handle these candidates. Certainly not a must-see film but well worth your time.",7.0,30 January 2015
"Bill McKay, a WASP ""pezzonovante"" ...",,7.0,23 August 2013
A Scathing Commentary,"Only recently does it seem like the political world has been soiled by entertainment media. HBO's ""Veep"", created by the satirically minded Armando Iannucci, is a brutal comedy series that details the day to day life of the vice president. Don't expect to see an all-American woman pining for a better America, because you get a narcissist hungry for power. Netflix's ""House of Cards"" makes politics seem as dirty as the crime world, with elected officials offing enemies left and right, utilizing corruption for the sake of unbridled authority.

In days past, there was something mystical about a candidate — the one we loved (not the Nixon of the race) seemed to be a sort of god who could do no wrong. Look at JFK, FDR; they were far from perfect, but their image, their reputation, turned them into unspeakably untouchable icons. But it seems post-Vietnam, post-Watergate, America has turned into a hotbed of negativity. We don't trust our sacred politicians like we used to. And so ""The Candidate"" is more relevant than ever. In 1972, the U.S. was just starting to turn into a bunch of pessimists. But now, we regard many of our elected officials in the same way we do the villain of a political thriller: evil, devilishly evil. But smart.

""The Candidate"" is part black comedy, part political drama, all stitched together by an endlessly scathing screenplay and a finely tuned performance from Robert Redford. It isn't so much an emotional film as it is a witty commentary regarding the election process, and how most candidates go from freshly idealistic to power hungry after a mere few months of campaigning. The film doesn't tap into our fears in the same way ""All the President's Men"" did, or how ""Three Days of the Condor"" told us not to trust anyone sitting in office. Rather, it serves as a thought-provoker that makes us wonder if the smiles governmental hopefuls put on display are actually genuine. It's a bleak, bleak, movie, not so much because it is starkly negative but because it prefers to think that getting elected is a popularity contest, not a case of may the best man win.

Redford plays Bill McKay, a 30-ish attorney who, on a whim, decides to run for Senate. Incumbent Crocker Jarmon (Don Porter) is slated to win — McKay, you see, has been approached by political specialist Marvin Lucas (Peter Boyle), who only wants McKay to act as a Democratic figure, not as serious competition. Jarmon, after all, cannot run unopposed. McKay knows he has little by way of chance, but, knowing he has the opportunity to spread his ideals around the state, does everything he can to potentially find success. And as the son of the former governor (Melvyn Douglas), with, not to mention, good looks that have captured much of the female vote, his possibilities may be stronger than Lucas could have ever imagined. Problem is, if McKay really wants to win, he'll have to, in some ways, trade many of his morals in favor of popularity.

""The Candidate"" is filmed as if it were a documentary, following McKay around until his positive nature completely breaks down and sardonic ickiness takes over. As the film begins, he is a charismatic intellect who has a way with words (he is a lawyer, after all). But by the end, he can hardly control himself from laughing attacks when faced with the bullsh-t of a television promotion. The more he campaigns, the more he becomes disgusted with the idea of politics — the officials are snakes who know how to manipulate the public. Morals, he finds out, are of little importance to his peers. Sounding good, looking good, speaking well, being agreeable, going against the grain of the now-hated person he's trying to rob the job of — those are the things that matter. You can forget about making the country a better place.

Larner's Academy Award winning screenplay hits all the right notes — not mean but wicked, funny, but not overtly so. It isn't a comedy as much as it is a drama that realizes how ridiculous campaigning is, and it cackles along with McKay's increasing concerns. There is a great little scene that finds McKay in the back of a limo, reciting old lines from previous speeches. But after each sound bite he makes a sound of disgust, whether it be a gag, a cough, or a scoff. The sequence is subtle, yet it speaks volumes; have we gotten to a point in our election process where a particular quote, a particular fragment of a speech, matters more than the overall goal of a candidate?

The film also contains one of Redford's finest performances, capturing his distinctly everyman appeal while heightening the sly humor he can easily project just by uttering a single line. He is the kind of actor that can deliver a line like ""We don't have sh-t in common"" and still remain likable; he is the kind of actor that can look unfazed by the presence of a cameoing Natalie Wood and not seem like a complete jerk. In ""The Candidate"", we don't necessarily identify with him. Instead, we jump onto his back as he maneuvers through the jangling dishonesty of the election process.

Here is a movie more interested in saying something than showcasing how great its actors are, how great its direction is. ""The Candidate"" doesn't move you; it causes you to think. And as the race for the presidency continually heats up these days, it is compelling viewing that has hardly aged in what it has to say.",7.0,16 June 2015
Best political film ever made,"I saw this film in 1972 when it came out, and I just saw it again on cable. I am amazed at how prescient this film was. Remember, this was before Jerry Brown, the real life politician most people will think of as a counterpart to Redford's character, had not yet run for governor and was still unknown outside of California. Nixon was still in office and was about to be re-elected by a landslide. Abortion was still illegal in all 50 states, and Roe v. Wade had not yet been decided. The term ""sound bite"" had not yet been coined. ""Spin"" was something a washing machine did.

Redford plays an idealistic young storefront lawyer who is persuaded to run for the Senate as a Democrat against a Republican incumbent running for his fourth term. He feels free to speak his mind because he knows he hasn't a chance of winning. His freshness and honesty win over a lot of people favorable to his politics, and suddenly the gap closes. Now he has a chance of winning, but to do so he has to win over the ""undecided voters"" in the middle of the political spectrum. (Sound familiar? I'm writing this nine days before the Bush-Kerry election, and no one knows who will win.) Guess what happens? Suddenly he's not so fresh and honest anymore. And by the time he finally has a televised debate with the incumbent, he has mastered the art of the non-answer answer, that is, responding to a reporter's question by making a vague statement of his own without ever answering the question.

Fast forward to 2004. The spin doctors now run the show. This film was intended as satire and as a warning. Regrettably, it has become a prediction. 10/10",10.0,24 October 2004
A must for cynics,"Robert Redford, the idealistic son of a former party machine governor, gets encouraged into running for the U.S. Senate by a coterie of professional handlers. Fascinating film, alternately satiric, cynical, subtle, and ironic. Shot mostly in a documentary style. A must for cynics and/or political junkies; others won't care. A good performance by Redford is complimented by fine work by Boyle and Garfield. Douglas is also great as the candidate's father. One of filmdom's classic closing lines. 2 stars of 4 on a tough scale.",6.0,1 November 1999
The Candidate,"Robert Redford, in one of his unjustly overlooked films from 1972, stars as a lawyer and the son of the former governor of the state of California in an election year where the senatorial incumbent has no competition. Peter Boyle convinces Redford to run, fully expecting and anticipating to lose, therefore being able to run on a platform of pure integrity to show how out of touch the current senator has become. But suddenly the public realizes that some fresh, younger blood with an idealistic eye might be what they truly want rather than another in a long succession of terms by the same old huckster. Melvyn Douglas also stars as Redford's father. Even though this film is almost 30 years old, the Oscar-winning screenplay by Jeremy Larner shows just how timeless the same old issues the candidate has to decide where he stands upon (abortion, the environment, health care) actually are. The script really is eye-opening, because it underlines very well the point that even if, say, Jesus Christ were to run for office today, what He would say is not as important as how and when He'd say it. Directed by Michael Ritchie (Smile, The Bad News Bears, Semi-Tough), one of the few American directors who has been able to successfully show the black humor of the strange, fetid underbelly of competition in this society. Blink and you'll miss Natalie Wood at a fund-raiser. Completely climatized to the Seventies, she looks like Donovan's aide-de-camp.",10.0,22 March 2000
Superb political tale...some issues and tactics never change,,7.0,22 August 2012
The timeless definitive campaign,"This is a truly excellent and overlooked Redford vehicle, and his performance comes full circle. From wide-eyed idealism to resigned cynicism, all the way back to little-boy-lost and overwhelmed. Redford is flawless! Peter Boyle is right-on as the experienced campaign hand. Also it is easy to overlook Don Porter's effortless portrayal of the smooth and experienced incumbent senator, just on the verge of decline. Porter's seamless delivery makes it look easy.

Douglas is also excellent as John J. McKay, Redford's father and the former governor. Obviously a traditional machine politician, and apparently estranged from his activist son for that, and perhaps for other reasons we are left to imagine, Douglas revels in the younger man's initiation to the corrupt world of politics. Catch the hunting scene to illustrate how these two are poles apart.

An intelligent, realistic, and rewarding film about politics, done at a time when folks were perhaps looking for a political fairy tale.",9.0,24 June 2001
Solid Depiction Of Political Backrooms,,7.0,7 October 2007
No surprises .A little uneventful.,Peter Boyle is stand out performer .The usual consistent performance from Robert Redford The film can't be described as anything but average .You won't have missed anything if you never watch it,5.0,31 May 2020
almost too real to be true,"This is a film about how power, or its possibility, corrupts. Redford is fantastically subtle, and the film itself feels like a documentary which gives you an inside look into the whole process of 20th century ( and unfortunately 21st also) politics. It is ""must see"" for anybody who cares about politics, and questions himself on why the path to hell is padded with good intentions.",,20 May 2002
In the meanders of an electoral campaign,"This movie gives us a realistic and intense picture of an electoral campaign for the U.S. Senate in all its details, compromises and tricks. It's not brilliant but still good enough. However its weakest part is the main character himself. Glamorous Robert Redford was not the best choice for the role of a sincere and honest politician who tries to make a clean campaign based on the real important political, economical and social issues and who abhors simple propaganda discussions and speeches. The result is that the character he performs appears as not as deep as it should be and not very convincing in his performance as a campaigner. But it is a well made movie after all in terms of images (almost in a documentary style) and the screen-play is rather good and interesting.",7.0,26 May 2006
thoughtful political study,,6.0,9 February 2008
